state_name,received_message,timestamp,voltage,ambientTemperature,ambientPressure,pressureAlt,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estAngularRateX,estAngularRateY,estAngularRateZ,magneticFieldX,magneticFieldY,magneticFieldZ,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,gpsLatitude,gpsLongitude,gpsAltitude,current_altitude,vertical_velocity,vertical_acceleration,maximum_altitude,pitch,roll,yaw,maximum_velocity,landing_velocity,crew_survivability
S,No Message Received,682518.0,0.0,25.37352753,1029.75805664,-136.54336548,-0.0859375,-9.5625,0.265625,0.0,-0.00585938,0.00195312,20.625,-41.0,-8.0,0.5760498,0.59301758,0.40264893,0.39282227,35.17578125,-76.82834625,9.56000042,-0.19752502,0.0,9.56252606,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682555.0,0.0,25.37352753,1029.75805664,-136.54336548,-0.046875,-9.5625,0.2265625,0.00390625,-0.00585938,0.0,20.625,-41.0,-8.0,0.5760498,0.59301758,0.40264893,0.39282227,0.0,0.0,0.0,-0.19752502,0.0,9.56117993,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682586.0,0.0,25.37352753,1029.75805664,-136.54336548,-0.046875,-9.5625,0.2265625,0.00195312,-0.00195312,0.0,20.625,-41.0,-8.0,0.57611084,0.59307861,0.40264893,0.39282227,35.17578125,-76.82834625,9.5340004,-0.19752502,0.0,9.56116618,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682615.0,0.0,25.37181854,1029.75793457,-136.54237366,-0.046875,-9.56640625,0.265625,0.00390625,0.00390625,0.0,21.4375,-40.9375,-6.875,0.57611084,0.59313965,0.40258789,0.39276123,0.0,0.0,0.0,-0.1965332,0.0,9.56687982,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682656.0,0.0,25.37181854,1029.75793457,-136.54237366,-0.046875,-9.5234375,0.3046875,0.0,0.00195312,0.0,21.4375,-40.9375,-6.875,0.5760498,0.59313965,0.40264893,0.39276123,0.0,0.0,0.0,-0.1965332,0.0,9.52579948,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682671.0,0.0,25.37181854,1029.75793457,-136.54237366,-0.0859375,-9.5625,0.265625,0.00390625,0.00195312,0.0,21.4375,-40.9375,-6.875,0.5760498,0.59313965,0.40264893,0.39276123,35.17578125,-76.82834625,9.60499954,-0.1965332,0.0,9.56245665,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682703.0,0.0,25.37181854,1029.75793457,-136.54237366,-0.046875,-9.56640625,0.3046875,0.0,0.0,-0.00195312,21.4375,-40.9375,-6.875,0.5760498,0.59313965,0.40270996,0.39276123,0.0,0.0,0.0,-0.1965332,0.0,9.56869788,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682718.0,0.0,25.37181854,1029.76049805,-136.56321716,0.03125,-9.5625,0.265625,-0.00195312,-0.00390625,-0.00390625,22.4375,-39.8125,-7.5625,0.5760498,0.59313965,0.40270996,0.3927002,35.17578125,-76.82834625,9.65999985,-0.21737671,0.0,9.56398464,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682754.0,0.0,25.37181854,1029.76049805,-136.56321716,-0.0078125,-9.5625,0.265625,0.0,-0.0078125,-0.00585938,22.4375,-39.8125,-7.5625,0.57611084,0.59313965,0.40264893,0.39263916,0.0,0.0,0.0,-0.21737671,0.0,9.5634388,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682767.0,0.0,25.37181854,1029.76049805,-136.56321716,0.03125,-9.5625,0.265625,-0.00390625,-0.00976562,-0.00195312,21.8125,-40.9375,-6.8125,0.57611084,0.59313965,0.40264893,0.39257812,35.17578125,-76.82834625,9.81400013,-0.21737671,0.0,9.56397038,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682795.0,0.0,25.37181854,1029.76049805,-136.56321716,0.03125,-9.5234375,0.2265625,-0.00195312,-0.00390625,-0.00195312,21.8125,-40.9375,-6.8125,0.57617188,0.59320068,0.40258789,0.39257812,0.0,0.0,0.0,-0.21737671,0.0,9.52312549,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682815.0,0.0,25.37466431,1029.76086426,-136.56619263,0.03125,-9.640625,0.2265625,-0.00195312,0.00195312,0.00390625,21.8125,-40.9375,-6.8125,0.57617188,0.59320068,0.40252686,0.39257812,35.17578125,-76.82834625,9.87199974,-0.22035217,0.0,9.64018971,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682843.0,0.0,25.37466431,1029.76086426,-136.56619263,0.03125,-9.56640625,0.1875,0.0,0.0,0.00390625,21.8125,-40.9375,-6.8125,0.57617188,0.59313965,0.40258789,0.39257812,0.0,0.0,0.0,-0.22035217,0.0,9.56423797,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
S,No Message Received,682859.0,0.0,25.37466431,1029.76086426,-136.56619263,0.03125,-9.6015625,0.265625,0.00195312,0.00195312,0.0,21.75,-40.9375,-7.9375,0.57617188,0.59313965,0.40258789,0.39257812,35.17578125,-76.82834625,9.93900013,-0.22035217,0.0,9.60301064,0.62931824,0.0,0.0,0.0,0.0,0.0,0.0
