state,timestamp,voltage,ambientTemperature,ambientPressure,pressureAltitude,estCompensatedAccelX,estCompensatedAccelY,estCompensatedAccelZ,estAngularRateX,estAngularRateY,estAngularRateZ,magneticFieldX,magneticFieldY,magneticFieldZ,estOrientQuaternionW,estOrientQuaternionX,estOrientQuaternionY,estOrientQuaternionZ,gpsLatitude,gpsLongitude,gpsAltitude,current_altitude,vertical_velocity,vertical_acceleration
F,15155.06,3.3,22,1015,377.6091,4.2447,-7.1424,0.0679,-3.1841,0.9909,1.1225,5.55,5.55,5.55,0.3656,0.8534,0.3114,-0.2022,0,0,377.6091,453.6921,-14.7338,6.3452
F,15175.0525,3.3,22,1015,377.3365,4.2677,-7.1959,0.3206,-3.4267,0.86,1.0514,5.55,5.55,5.55,0.3929,0.8461,0.312,-0.1798,0,0,377.3365,453.4194,-14.7987,6.7565
F,15195.0463,3.3,22,1015,377.0939,3.9846,-7.125,0.9557,-3.6171,0.7061,0.9772,5.55,5.55,5.55,0.4219,0.8362,0.3126,-0.1581,0,0,377.0939,453.1768,-14.8551,7.2008
F,15215.0369,3.3,22,1015,376.1236,3.9937,-7.4011,2.1647,-3.7438,0.5457,0.8769,5.55,5.55,5.55,0.4519,0.8239,0.3131,-0.1373,0,0,376.1236,452.2066,-14.8982,8.1722
F,15235.0252,3.3,22,1015,376.1057,3.9803,-8.0683,3.6518,-3.8131,0.3952,0.7491,5.55,5.55,5.55,0.4823,0.8094,0.3134,-0.1178,0,0,376.1057,452.1886,-14.9131,9.4817
F,15255.0136,3.3,22,1015,375.9439,3.6935,-8.1306,2.815,-3.845,0.2718,0.6025,5.55,5.55,5.55,0.5127,0.7928,0.3138,-0.0998,0,0,375.9439,452.0269,-14.9216,9.1525
F,15274.9981,3.3,22,1015,375.8456,3.5723,-9.4178,2.271,-3.8216,0.1655,0.4275,5.55,5.55,5.55,0.5426,0.7744,0.3144,-0.0833,0,0,375.8456,451.9286,-14.924,10.1493
F,15294.9788,3.3,22,1015,374.961,3.3854,-9.6837,2.2065,-3.7777,0.0412,0.2178,5.55,5.55,5.55,0.5716,0.7543,0.3153,-0.0687,0,0,374.961,451.0439,-14.9134,10.3619
F,15314.9772,3.3,22,1015,374.961,3.2834,-10.4671,2.7473,-3.6417,-0.0813,-0.0126,5.55,5.55,5.55,0.5994,0.7329,0.3167,-0.0565,0,0,374.961,451.0439,-14.8955,11.1649
F,15334.9981,3.3,22,1015,374.2634,2.9462,-11.2823,2.1877,-3.4519,-0.1829,-0.2778,5.55,5.55,5.55,0.6254,0.7106,0.3188,-0.0471,0,0,374.2634,450.3464,-14.8622,11.7477
F,15355.0134,3.3,22,1015,374.2634,2.6651,-11.9149,2.3344,-3.2268,-0.2755,-0.5658,5.55,5.55,5.55,0.6493,0.6879,0.3217,-0.0407,0,0,374.2634,450.3464,-14.816,12.2284
F,15375.0293,3.3,22,1015,373.2276,2.3735,-12.0163,1.8139,-2.9522,-0.3544,-0.8709,5.55,5.55,5.55,0.671,0.665,0.3256,-0.0376,0,0,373.2276,449.3106,-14.7699,12.1341
F,15395.0466,3.3,22,1015,373.2276,1.8949,-11.8028,0.881,-2.6704,-0.4109,-1.1864,5.55,5.55,5.55,0.6903,0.6424,0.3308,-0.0379,0,0,373.2276,449.3106,-14.7241,11.7707
F,15415.0514,3.3,22,1015,372.664,1.5725,-11.6938,0.3442,-2.3829,-0.4289,-1.4861,5.55,5.55,5.55,0.7071,0.6201,0.3372,-0.0415,0,0,372.664,448.747,-14.6895,11.5198
F,15435.0534,3.3,22,1015,372.6014,1.3575,-11.574,-0.465,-2.0605,-0.4118,-1.7838,5.55,5.55,5.55,0.7214,0.5984,0.3452,-0.0481,0,0,372.6014,448.6844,-14.6563,11.3487
F,15455.0575,3.3,22,1015,371.5574,1.1805,-11.3649,-0.9533,-1.7023,-0.3752,-2.0668,5.55,5.55,5.55,0.7328,0.5778,0.3546,-0.0579,0,0,371.5574,447.6404,-14.6284,11.0587
F,15475.0621,3.3,22,1015,371.4414,0.9178,-10.9385,-1.1869,-1.3436,-0.3294,-2.3361,5.55,5.55,5.55,0.7413,0.5584,0.3655,-0.0707,0,0,371.4414,447.5244,-14.6092,10.4692
F,15495.0658,3.3,22,1015,371.1243,0.7364,-10.6538,-1.5909,-1.0077,-0.2834,-2.59,5.55,5.55,5.55,0.747,0.5403,0.3776,-0.0864,0,0,371.1243,447.2073,-14.6013,10.0627
F,15515.0678,3.3,22,1015,371.0451,0.4734,-10.1429,-1.38,-0.7044,-0.2406,-2.8255,5.55,5.55,5.55,0.7499,0.5232,0.3909,-0.1048,0,0,371.0451,447.128,-14.6051,9.2195
F,15535.0685,3.3,22,1015,370.6857,0.2649,-9.459,-1.2849,-0.439,-0.2058,-3.0357,5.55,5.55,5.55,0.7504,0.507,0.405,-0.1257,0,0,370.6857,446.7687,-14.6265,8.2628
F,15555.0606,3.3,22,1015,370.5959,0.2075,-8.4293,-1.5672,-0.2072,-0.1786,-3.2165,5.55,5.55,5.55,0.7485,0.4914,0.4196,-0.1488,0,0,370.5959,446.6788,-14.6699,7.2201
F,15575.0562,3.3,22,1015,370.1557,0.1485,-7.7984,-1.3525,-0.0226,-0.1598,-3.3704,5.55,5.55,5.55,0.7444,0.4763,0.4344,-0.1737,0,0,370.1557,446.2386,-14.7303,6.3473
F,15595.0469,3.3,22,1015,369.967,0.1601,-6.3264,-1.5128,0.1056,-0.1468,-3.4899,5.55,5.55,5.55,0.7385,0.4612,0.4493,-0.2001,0,0,369.967,446.05,-14.8133,5.0631
F,15615.0374,3.3,22,1015,369.7007,0.4426,-4.8298,-1.6781,0.1959,-0.1354,-3.5653,5.55,5.55,5.55,0.7309,0.4459,0.4639,-0.2274,0,0,369.7007,445.7836,-14.9196,4.0448
F,15635.0326,3.3,22,1015,369.5865,0.7276,-3.2663,-1.9251,0.2414,-0.1215,-3.5936,5.55,5.55,5.55,0.7219,0.4303,0.4781,-0.255,0,0,369.5865,445.6695,-15.0448,3.1587
F,15655.0259,3.3,22,1015,368.5687,1.0028,-1.9984,-1.5442,0.2487,-0.1191,-3.5827,5.55,5.55,5.55,0.7117,0.4143,0.4918,-0.2825,0,0,368.5687,444.6516,-15.1855,2.3947
F,15675.014,3.3,22,1015,367.8901,1.1642,-0.5775,-1.5747,0.2362,-0.123,-3.5283,5.55,5.55,5.55,0.7008,0.3979,0.5047,-0.3093,0,0,367.8901,443.9731,-15.3412,1.7438
F,15695.0004,3.3,22,1015,367.5398,1.2511,0.9619,-1.8536,0.2016,-0.1229,-3.4244,5.55,5.55,5.55,0.6894,0.3813,0.5167,-0.3351,0,0,367.5398,443.6227,-15.5089,1.2209
F,15715.0123,3.3,22,1015,367.3062,1.7515,2.1524,-2.1336,0.1549,-0.1144,-3.278,5.55,5.55,5.55,0.6777,0.3646,0.5277,-0.3594,0,0,367.3062,443.3891,-15.6795,1.3617
F,15735.0298,3.3,22,1015,367.108,2.1847,3.5288,-2.2787,0.0924,-0.1031,-3.0953,5.55,5.55,5.55,0.666,0.3481,0.5379,-0.3819,0,0,367.108,443.191,-15.8471,1.4786
F,15755.0445,3.3,22,1015,366.9099,2.5758,4.9812,-2.6365,0.0317,-0.0815,-2.8755,5.55,5.55,5.55,0.6546,0.3319,0.5472,-0.4023,0,0,366.9099,442.9928,-16.0105,1.7632
F,15775.0634,3.3,22,1015,366.4541,3.1794,6.1689,-2.7131,-0.0358,-0.059,-2.6142,5.55,5.55,5.55,0.6437,0.3164,0.5557,-0.4204,0,0,366.4541,442.537,-16.1656,2.3403
F,15795.0756,3.3,22,1015,365.9983,3.7561,6.8397,-3.331,-0.1187,-0.0221,-2.3295,5.55,5.55,5.55,0.6335,0.3019,0.5634,-0.4359,0,0,365.9983,442.0812,-16.3054,3.2642
F,15815.0854,3.3,22,1015,365.5755,3.928,6.8622,-2.9545,-0.2104,0.0173,-2.0414,5.55,5.55,5.55,0.6244,0.2885,0.5706,-0.4487,0,0,365.5755,441.6584,-16.4311,3.6053
F,15835.0971,3.3,22,1015,364.9413,4.4684,7.7531,-3.0654,-0.3052,0.0597,-1.749,5.55,5.55,5.55,0.6206,0.2684,0.5618,-0.4759,0,0,364.9413,441.0243,-16.5473,4.325
F,15855.1036,3.3,22,1015,364.8377,4.8429,8.4862,-2.7729,-0.3407,0.0885,-1.4338,5.55,5.55,5.55,0.6175,0.2502,0.5525,-0.5009,0,0,364.8377,440.9207,-16.6521,4.7761
F,15875.1075,3.3,22,1015,364.6824,4.987,8.4629,-2.6219,-0.3857,0.1181,-1.12,5.55,5.55,5.55,0.6114,0.2414,0.5581,-0.5065,0,0,364.6824,440.7653,-16.7486,5.0928
F,15895.1105,3.3,22,1015,364.4414,5.3909,8.9392,-2.3221,-0.4451,0.1373,-0.8139,5.55,5.55,5.55,0.6068,0.2341,0.5633,-0.5097,0,0,364.4414,440.5243,-16.8375,5.5373
F,15915.1122,3.3,22,1015,363.8791,5.5294,8.9979,-1.8046,-0.4953,0.1512,-0.5164,5.55,5.55,5.55,0.6036,0.2282,0.5681,-0.5107,0,0,363.8791,439.9621,-16.9217,5.6353
F,15935.102,3.3,22,1015,363.5335,5.5283,9.0192,-1.1109,-0.5422,0.1442,-0.2446,5.55,5.55,5.55,0.602,0.2237,0.5725,-0.5097,0,0,363.5335,439.6164,-17.0056,5.5044
F,15955.0917,3.3,22,1015,362.7271,5.5923,8.8295,-0.9349,-0.593,0.127,0.0147,5.55,5.55,5.55,0.6019,0.2203,0.5764,-0.5068,0,0,362.7271,438.81,-17.0918,5.5606
F,15975.0809,3.3,22,1015,362.5537,5.723,7.8646,-0.8719,-0.6405,0.1031,0.2371,5.55,5.55,5.55,0.6033,0.2179,0.58,-0.5022,0,0,362.5537,438.6367,-17.1744,5.6812
F,15995.0702,3.3,22,1015,361.8604,5.7058,6.8872,-0.7064,-0.6733,0.0727,0.4285,5.55,5.55,5.55,0.6058,0.2164,0.5831,-0.4962,0,0,361.8604,437.9433,-17.2572,5.6004
F,16015.0602,3.3,22,1015,361.8028,6.0611,6.5251,-0.8513,-0.7008,0.0346,0.5959,5.55,5.55,5.55,0.6095,0.2154,0.5857,-0.4889,0,0,361.8028,437.8857,-17.339,5.9499
F,16035.0474,3.3,22,1015,361.5724,6.2332,5.8034,-0.7254,-0.7231,0.0031,0.749,5.55,5.55,5.55,0.6142,0.2151,0.5878,-0.4806,0,0,361.5724,437.6553,-17.4139,6.032
F,16055.0285,3.3,22,1015,361.4947,6.3615,5.17,-0.7713,-0.7333,-0.044,0.8803,5.55,5.55,5.55,0.6198,0.2153,0.5894,-0.4713,0,0,361.4947,437.5776,-17.4879,6.1204
F,16075.0124,3.3,22,1015,360.7955,6.1195,4.3289,-0.7386,-0.715,-0.0852,0.9849,5.55,5.55,5.55,0.6261,0.216,0.5903,-0.4613,0,0,360.7955,436.8785,-17.5644,5.8436
F,16095.0244,3.3,22,1015,360.7609,6.0864,3.8003,-0.5358,-0.6887,-0.1386,1.0713,5.55,5.55,5.55,0.633,0.2172,0.5906,-0.4509,0,0,360.7609,436.8439,-17.6457,5.704
F,16115.0438,3.3,22,1015,360.4494,6.1496,2.9736,-0.7554,-0.6593,-0.1863,1.1337,5.55,5.55,5.55,0.6403,0.2187,0.5902,-0.4403,0,0,360.4494,436.5323,-17.7256,5.8204
F,16135.0594,3.3,22,1015,360.4494,6.0088,2.1593,-0.7902,-0.6255,-0.2385,1.1705,5.55,5.55,5.55,0.648,0.2204,0.5891,-0.4295,0,0,360.4494,436.5323,-17.8076,5.7065
F,16155.075,3.3,22,1015,359.3951,6.0866,1.5673,-0.8089,-0.5776,-0.2845,1.1881,5.55,5.55,5.55,0.6559,0.2223,0.5873,-0.4189,0,0,359.3951,435.478,-17.8877,5.7906
F,16175.0886,3.3,22,1015,359.3951,6.0524,0.9959,-1.1006,-0.5326,-0.3285,1.1898,5.55,5.55,5.55,0.6638,0.2244,0.5849,-0.4084,0,0,359.3951,435.478,-17.9675,5.8804
F,16195.0919,3.3,22,1015,358.6526,6.2171,0.4174,-1.7362,-0.4926,-0.3533,1.1758,5.55,5.55,5.55,0.6718,0.2265,0.582,-0.3983,0,0,358.6526,434.7355,-18.042,6.2969
F,16215.0956,3.3,22,1015,358.6526,6.9241,0.3765,-2.4048,-0.4377,-0.3516,1.1603,5.55,5.55,5.55,0.6795,0.2287,0.5788,-0.3885,0,0,358.6526,434.7355,-18.0997,7.1592
F,16235.1012,3.3,22,1015,357.8845,6.8649,-0.5084,-1.0286,-0.3675,-0.3799,1.1397,5.55,5.55,5.55,0.6869,0.2312,0.5752,-0.3792,0,0,357.8845,433.9674,-18.1609,6.7302
F,16255.1036,3.3,22,1015,357.7991,6.9042,-1.2238,-1.7035,-0.3317,-0.398,1.1035,5.55,5.55,5.55,0.6942,0.2338,0.5712,-0.3703,0,0,357.7991,433.8821,-18.2148,7.1315
F,16275.1077,3.3,22,1015,356.6957,6.884,-2.1414,-1.8393,-0.3163,-0.4179,1.0528,5.55,5.55,5.55,0.7012,0.2362,0.567,-0.3619,0,0,356.6957,432.7786,-18.2667,7.3495
F,16295.1102,3.3,22,1015,356.5731,6.5954,-2.5826,-2.3202,-0.3017,-0.4259,1.0101,5.55,5.55,5.55,0.708,0.2383,0.5627,-0.3539,0,0,356.5731,432.656,-18.3163,7.3825
F,16315.1033,3.3,22,1015,356.6999,6.6639,-2.4715,-2.2465,-0.275,-0.4247,0.9704,5.55,5.55,5.55,0.7146,0.2403,0.5583,-0.3463,0,0,356.6999,432.7829,-18.3641,7.3881
F,16335.0994,3.3,22,1015,356.7316,6.6065,-1.8412,-2.7609,-0.2639,-0.4271,0.9628,5.55,5.55,5.55,0.7209,0.2423,0.5539,-0.3389,0,0,356.7316,432.8146,-18.4122,7.3837
F,16355.0933,3.3,22,1015,357.1481,7.0502,-1.2337,-2.8224,-0.2684,-0.4159,0.9909,5.55,5.55,5.55,0.7271,0.2444,0.5493,-0.3314,0,0,357.1481,433.231,-18.4584,7.6164
F,16375.0863,3.3,22,1015,357.2522,7.1813,-1.0005,-3.4055,-0.3073,-0.3935,1.0367,5.55,5.55,5.55,0.7334,0.2465,0.5448,-0.3235,0,0,357.2522,433.3351,-18.4976,7.8901
F,16395.0801,3.3,22,1015,356.8896,7.1084,-0.4992,-3.7218,-0.3719,-0.3606,1.104,5.55,5.55,5.55,0.7396,0.2486,0.5404,-0.3147,0,0,356.8896,432.9726,-18.5375,7.7847
F,16415.0728,3.3,22,1015,356.7343,7.0778,0.1968,-4.0183,-0.4379,-0.318,1.1943,5.55,5.55,5.55,0.746,0.2507,0.5363,-0.3048,0,0,356.7343,432.8172,-18.579,7.6307
F,16435.0599,3.3,22,1015,356.0092,6.7298,0.7888,-4.6178,-0.5141,-0.2643,1.3162,5.55,5.55,5.55,0.7526,0.2529,0.5324,-0.2937,0,0,356.0092,432.0922,-18.6256,7.3651
F,16455.0449,3.3,22,1015,355.6985,6.9337,0.9182,-4.5801,-0.5936,-0.2008,1.4571,5.55,5.55,5.55,0.7592,0.2554,0.5287,-0.2808,0,0,355.6985,431.7814,-18.6747,7.4091
F,16475.0448,3.3,22,1015,354.7631,6.6046,0.6192,-4.8232,-0.6737,-0.1383,1.5992,5.55,5.55,5.55,0.7659,0.2582,0.5252,-0.2663,0,0,354.7631,430.8461,-18.7222,7.3026
F,16495.0623,3.3,22,1015,354.1395,6.3433,-0.3639,-4.6426,-0.7419,-0.0818,1.7235,5.55,5.55,5.55,0.7726,0.2612,0.5219,-0.25,0,0,354.1395,430.2225,-18.7729,7.3323
F,16515.0795,3.3,22,1015,354.0143,6.3289,-1.6271,-4.8364,-0.8267,-0.0252,1.8107,5.55,5.55,5.55,0.7792,0.2642,0.5187,-0.2324,0,0,354.0143,430.0972,-18.816,7.8868
F,16535.0951,3.3,22,1015,353.9308,6.5501,-2.9987,-4.6806,-0.9045,0.0197,1.858,5.55,5.55,5.55,0.7856,0.2669,0.5157,-0.2135,0,0,353.9308,430.0137,-18.8474,8.5477
F,16555.1076,3.3,22,1015,353.6177,6.2794,-3.818,-4.5227,-0.9673,0.0599,1.8719,5.55,5.55,5.55,0.7917,0.2692,0.513,-0.1939,0,0,353.6177,429.7006,-18.8712,8.6268
F,16575.1124,3.3,22,1015,353.3045,6.1594,-5.0036,-5.4529,-1.0161,0.1122,1.8581,5.55,5.55,5.55,0.7974,0.271,0.5104,-0.1737,0,0,353.3045,429.3875,-18.8865,9.5712
F,16595.1174,3.3,22,1015,352.8223,5.6118,-5.8422,-3.3559,-1.05,0.1448,1.8169,5.55,5.55,5.55,0.8025,0.2723,0.5082,-0.1534,0,0,352.8223,428.9053,-18.8983,8.5347
F,16615.1229,3.3,22,1015,352.3401,5.5875,-6.6617,-3.8808,-0.9961,0.1588,1.7615,5.55,5.55,5.55,0.8071,0.2733,0.506,-0.1333,0,0,352.3401,428.423,-18.9191,9.2272
F,16635.1276,3.3,22,1015,352.283,5.9169,-7.0894,-4.0094,-1.0156,0.1806,1.6756,5.55,5.55,5.55,0.8112,0.2741,0.5039,-0.1139,0,0,352.283,428.366,-18.9216,9.7622
F,16655.1337,3.3,22,1015,352.1974,6.2914,-6.6607,-4.3737,-0.9566,0.2244,1.6071,5.55,5.55,5.55,0.8146,0.2745,0.502,-0.095,0,0,352.1974,428.2804,-18.919,10.0006
F,16675.1377,3.3,22,1015,351.7968,6.565,-6.9912,-4.3974,-0.9102,0.265,1.5396,5.55,5.55,5.55,0.8173,0.275,0.5005,-0.0768,0,0,351.7968,427.8798,-18.9137,10.3781
F,16695.1338,3.3,22,1015,351.196,6.7163,-6.2583,-5.2885,-0.893,0.3318,1.4838,5.55,5.55,5.55,0.8193,0.2754,0.4994,-0.0592,0,0,351.196,427.2789,-18.8991,10.5695
F,16715.1261,3.3,22,1015,351.3109,6.6584,-5.921,-6.3,-0.9403,0.4294,1.4451,5.55,5.55,5.55,0.8207,0.2754,0.4989,-0.0416,0,0,351.3109,427.3939,-18.8805,10.909
F,16735.1181,3.3,22,1015,351.5791,5.9732,-6.2536,-5.9854,-1.0161,0.542,1.4106,5.55,5.55,5.55,0.8214,0.2747,0.4993,-0.0237,0,0,351.5791,427.662,-18.8623,10.5033
F,16755.1105,3.3,22,1015,351.1899,6.0751,-5.3134,-5.1942,-1.116,0.6325,1.3857,5.55,5.55,5.55,0.8216,0.273,0.5005,-0.0052,0,0,351.1899,427.2728,-18.8587,9.5873
F,16775.1002,3.3,22,1015,350.2817,6.8455,-4.7247,-6.1346,-1.1555,0.7189,1.3913,5.55,5.55,5.55,0.8212,0.2705,0.5022,0.0137,0,0,350.2817,426.3647,-18.8563,10.2406
F,16795.0918,3.3,22,1015,350.1496,6.6051,-4.4738,-6.1773,-1.1973,0.8176,1.4192,5.55,5.55,5.55,0.8202,0.2678,0.5044,0.0332,0,0,350.1496,426.2326,-18.851,9.9739
F,16815.0766,3.3,22,1015,349.6212,6.3525,-3.1534,-6.0663,-1.2566,0.906,1.4621,5.55,5.55,5.55,0.8185,0.2646,0.5071,0.0535,0,0,349.6212,425.7041,-18.8599,8.9983
F,16835.0575,3.3,22,1015,349.3395,6.1435,-3.6596,-5.581,-1.3415,0.9895,1.5183,5.55,5.55,5.55,0.8256,0.2356,0.4854,0.143,0,0,349.3395,425.4224,-18.8747,8.8787
F,16855.0619,3.3,22,1015,348.2128,5.9141,-3.3083,-5.1462,-1.4271,1.0494,1.576,5.55,5.55,5.55,0.8305,0.204,0.4631,0.2329,0,0,348.2128,424.2957,-18.9014,8.2834
F,16875.0831,3.3,22,1015,348.151,5.9444,-4.1447,-4.7141,-1.4838,1.0835,1.6207,5.55,5.55,5.55,0.8245,0.1968,0.4651,0.2551,0,0,348.151,424.2339,-18.9298,8.5222
F,16895.1089,3.3,22,1015,347.5945,5.7785,-4.093,-4.9293,-1.5533,1.1179,1.6478,5.55,5.55,5.55,0.818,0.189,0.467,0.2777,0,0,347.5945,423.6774,-18.9544,8.5195
F,16915.1252,3.3,22,1015,347.4941,5.6595,-4.7651,-4.3744,-1.6365,1.1372,1.6638,5.55,5.55,5.55,0.8108,0.1805,0.4685,0.3007,0,0,347.4941,423.577,-18.9792,8.5008
F,16935.14,3.3,22,1015,346.5904,5.3177,-4.7222,-4.1783,-1.6779,1.1379,1.6683,5.55,5.55,5.55,0.8032,0.1714,0.4696,0.324,0,0,346.5904,422.6734,-19.009,8.1607
F,16955.1498,3.3,22,1015,346.5904,5.5407,-4.8368,-4.3962,-1.7175,1.1332,1.6664,5.55,5.55,5.55,0.7951,0.1618,0.4702,0.3472,0,0,346.5904,422.6734,-19.0407,8.4706
F,16975.1546,3.3,22,1015,346.1729,5.8288,-5.449,-4.5187,-1.7533,1.1387,1.6569,5.55,5.55,5.55,0.7865,0.1518,0.4703,0.3703,0,0,346.1729,422.2559,-19.0607,9.0361
F,16995.1577,3.3,22,1015,346.1729,5.8507,-6.4094,-4.0562,-1.795,1.1343,1.6206,5.55,5.55,5.55,0.7775,0.1413,0.47,0.3931,0,0,346.1729,422.2559,-19.0727,9.2821
F,17015.1604,3.3,22,1015,345.0737,5.9312,-7.3687,-3.7838,-1.8201,1.1236,1.557,5.55,5.55,5.55,0.7682,0.1303,0.4693,0.4154,0,0,345.0737,421.1567,-19.0766,9.6589
F,17035.1621,3.3,22,1015,345.0737,6.2046,-7.4603,-3.8042,-1.8373,1.1089,1.484,5.55,5.55,5.55,0.7588,0.1187,0.4681,0.437,0,0,345.0737,421.1567,-19.0788,9.8263
F,17055.165,3.3,22,1015,344.4673,6.2645,-8.0462,-3.3107,-1.8564,1.0938,1.4036,5.55,5.55,5.55,0.7493,0.1066,0.4665,0.4578,0,0,344.4673,420.5503,-19.0771,9.8044
F,17075.1645,3.3,22,1015,344.3999,6.3727,-7.8623,-3.3567,-1.8662,1.0698,1.3154,5.55,5.55,5.55,0.7397,0.094,0.4645,0.4776,0,0,344.3999,420.4829,-19.077,9.7393
F,17095.1567,3.3,22,1015,343.7674,6.432,-7.9023,-2.9891,-1.8555,1.048,1.2458,5.55,5.55,5.55,0.7302,0.0811,0.4621,0.4966,0,0,343.7674,419.8503,-19.0782,9.4814
F,17115.1479,3.3,22,1015,343.6971,6.5672,-7.7096,-3.1017,-1.8269,1.0244,1.1757,5.55,5.55,5.55,0.7207,0.068,0.4594,0.5147,0,0,343.6971,419.78,-19.0825,9.4684
F,17135.1389,3.3,22,1015,343.1728,6.783,-7.3471,-3.39,-1.7977,1.0059,1.1129,5.55,5.55,5.55,0.7112,0.055,0.4564,0.5318,0,0,343.1728,419.2558,-19.0881,9.5452
F,17155.1309,3.3,22,1015,343.0418,7.0599,-7.1758,-3.4511,-1.7527,1.0009,1.0568,5.55,5.55,5.55,0.7016,0.042,0.4534,0.548,0,0,343.0418,419.1247,-19.0899,9.5985
F,17175.1218,3.3,22,1015,342.7797,7.2136,-6.7065,-3.565,-1.6967,0.9968,1.0111,5.55,5.55,5.55,0.692,0.0291,0.4504,0.5634,0,0,342.7797,418.8626,-19.0931,9.4974
F,17195.1111,3.3,22,1015,342.7141,7.6121,-5.8942,-3.3171,-1.6328,0.9927,0.9845,5.55,5.55,5.55,0.6822,0.0164,0.4475,0.5779,0,0,342.7141,418.7971,-19.1013,9.1327
F,17215.0936,3.3,22,1015,342.1333,7.7441,-5.3279,-2.8643,-1.564,0.9764,0.9825,5.55,5.55,5.55,0.6723,0.0042,0.4448,0.5918,0,0,342.1333,418.2163,-19.1198,8.6129
F,17235.0819,3.3,22,1015,341.8844,7.8307,-4.3975,-2.8261,-1.5009,0.9561,1.0051,5.55,5.55,5.55,0.662,-0.0074,0.4421,0.6052,0,0,341.8844,417.9674,-19.1484,8.2202
F,17255.1003,3.3,22,1015,340.8357,8.2462,-4.1513,-2.6359,-1.4464,0.9293,1.039,5.55,5.55,5.55,0.6514,-0.0184,0.4394,0.6183,0,0,340.8357,416.9186,-19.181,8.2108
F,17275.1224,3.3,22,1015,340.3862,8.3595,-3.781,-2.6734,-1.4048,0.9041,1.0874,5.55,5.55,5.55,0.6404,-0.0286,0.4367,0.6311,0,0,340.3862,416.4692,-19.2127,8.1513
F,17295.142,3.3,22,1015,339.9645,8.4793,-3.5602,-2.7156,-1.3667,0.8719,1.134,5.55,5.55,5.55,0.629,-0.0383,0.4338,0.6439,0,0,339.9645,416.0475,-19.2459,8.1668
F,17315.1561,3.3,22,1015,339.6834,8.419,-2.7864,-2.468,-1.3165,0.8454,1.2067,5.55,5.55,5.55,0.6171,-0.0472,0.431,0.6566,0,0,339.6834,415.7663,-19.2829,7.6502
F,17335.1665,3.3,22,1015,339.6644,8.1272,-2.7333,-2.3844,-1.2614,0.8064,1.2886,5.55,5.55,5.55,0.6047,-0.0552,0.4281,0.6694,0,0,339.6644,415.7473,-19.3291,7.41
F,17355.1731,3.3,22,1015,339.6517,8.029,-3.1622,-1.9909,-1.1949,0.763,1.3675,5.55,5.55,5.55,0.5916,-0.0622,0.4253,0.6821,0,0,339.6517,415.7346,-19.3789,7.2391
F,17375.1765,3.3,22,1015,339.1496,7.8735,-4.0915,-1.5679,-1.1261,0.7037,1.4171,5.55,5.55,5.55,0.5781,-0.0681,0.4225,0.6947,0,0,339.1496,415.2326,-19.4313,7.2039
F,17395.1823,3.3,22,1015,338.6476,7.9814,-5.4461,-1.4182,-1.0356,0.6369,1.4252,5.55,5.55,5.55,0.5645,-0.073,0.4197,0.7069,0,0,338.6476,414.7306,-19.4779,7.6793
F,17415.1893,3.3,22,1015,338.3226,8.1513,-7.6044,-0.9307,-0.9452,0.5584,1.3642,5.55,5.55,5.55,0.5513,-0.0769,0.4171,0.7184,0,0,338.3226,414.4055,-19.5141,8.2604
F,17435.1932,3.3,22,1015,337.9976,8.267,-9.2051,-1.5318,-0.8257,0.4906,1.2426,5.55,5.55,5.55,0.539,-0.0801,0.4145,0.7289,0,0,337.9976,414.0805,-19.5339,9.3879
F,17455.1921,3.3,22,1015,337.2704,8.2236,-10.5456,-1.9475,-0.6868,0.4433,1.0708,5.55,5.55,5.55,0.5279,-0.0827,0.4124,0.7378,0,0,337.2704,413.3534,-19.5322,10.1982
F,17475.1843,3.3,22,1015,336.1797,8.4941,-12.0678,-2.2398,-0.5125,0.4209,0.8476,5.55,5.55,5.55,0.5185,-0.0851,0.411,0.745,0,0,336.1797,412.2626,-19.513,11.1786
F,17495.178,3.3,22,1015,335.963,8.3885,-13.4209,-1.8347,-0.3243,0.3985,0.578,5.55,5.55,5.55,0.5111,-0.0874,0.4106,0.75,0,0,335.963,412.046,-19.482,11.3906
F,17515.1718,3.3,22,1015,335.638,8.2523,-14.0014,-2.0176,-0.1274,0.3744,0.2744,5.55,5.55,5.55,0.5061,-0.0897,0.4112,0.7528,0,0,335.638,411.7209,-19.4472,11.714
F,17535.164,3.3,22,1015,335.5365,8.1538,-13.7608,-2.3584,0.0911,0.3651,-0.034,5.55,5.55,5.55,0.5037,-0.0921,0.413,0.7532,0,0,335.5365,411.6195,-19.4055,11.8504
F,17555.1559,3.3,22,1015,335.2998,7.9176,-14.0427,-1.8712,0.2951,0.3444,-0.3452,5.55,5.55,5.55,0.5038,-0.0946,0.4161,0.7511,0,0,335.2998,411.3827,-19.3703,11.53
F,17575.1451,3.3,22,1015,334.989,7.6808,-13.5853,-1.4137,0.5115,0.311,-0.6525,5.55,5.55,5.55,0.5065,-0.0971,0.4203,0.7465,0,0,334.989,411.072,-19.3396,10.9413
F,17595.131,3.3,22,1015,334.264,7.3673,-12.8535,-1.4758,0.7329,0.265,-0.9395,5.55,5.55,5.55,0.5119,-0.0995,0.4256,0.7396,0,0,334.264,410.3469,-19.3219,10.5648
